,PaperTitle,Year,Journal,FirstAuthorName,FirstAuthorCountry,CountryDataCollected,SamplePrimaryCountryofOrigin,Ethnicity,SampleSize,SampleAgeMean,SampleAgeSD,SampleOtherDescription,SampleMusicianshipDescription,SamplingMethodDescription,FemaleParticipantsNumber,MaleParticipantsNumber,MeanYearsEducation,MusicPrimaryGenre,MusicOriginCountry,MusicSource,Comments,CoderName,Keywords
928,Expressiveness in Music From a Multimodal Perspective,2018,Music Perception,"Teixeira, Euler C.F.",Brazil,Brazil,Brazil,NA,10,NA,NA,NA,musicians,NA,NA,NA,NA,classical,Western,precomposed,NA,Katie Vishwanath,music performance; movement recurrence; musical expressiveness; multimodal analysis; clarinet players
929,Challenges and Opportunities of Predicting Musical Emotions with Perceptual and Automatized Features,2018,Music Perception,"Lange, Elke B.",Germany,Germany,Germany,NA,20,NA,NA,NA,NA,NA,6,12; 2 did not identify,NA,classical; blues; country; electronica; folk; hip hop; jazz; metal; pop; reggae; rock; soul; traditional; world,Western,precomposed,NA,Katie Vishwanath,music information retrieval (MIR); feature extraction; emotion expression; expert ratings; predictive modeling
930,Tonality Without Structure: Using Drones to Induce Modes and Convey Moods,2018,Music Perception,"Bostwick, Jeffrey",US,US,US,NA,32,NA,NA,university students,NA,course credit,NA,NA,NA,artificial,Western,experimenter-created,NA,Katie Vishwanath,mode; mood; tonality; drone; emotion
931,Activity Analysis and Coordination in Continuous Responses to Music,2018,Music Perception,"Upham, Finn",Canada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,classical,Western,precomposed,NA,Katie Vishwanath,continuous response to music; statistics; time series analysis; agreement; response coordination
932,A Perceptual Study of Scale-degree Qualia in Context,2018,Music Perception,"Arthur, Claire",US,US,US,NA,,NA,,NA,NA,volunteer,,,,,NA,NA,NA,Katie Vishwanath,scale degree; phenomenology; key profiles; melodic-harmonic interaction; pitch perception
933,Listener Expertise Enhances Intelligibility of Vocalizations in Death Metal Music,2018,Music Perception,"Olsen, Kirk N.",Australia,Australia,Australia,NA,64,23.5,6.43,university+,musicians; non-musicians,NA,26,38,>/= 5 (musicians); </= 5 (non-musicians),death metal,Western,precomposed,NA,Katie Vishwanath,"auditory perception, emotion, expertise, lyrics, perceptual learning"
934,The Lone Instrument: Musical Solos and Sadness-Related Features,2018,Music Perception,"Hansen, Niels Chr.",US,US,NA,NA,330,NA,NA,NA,NA,NA,NA,NA,NA,classical,Western,precomposed,This paper selected and coded orchestral excerpts based on various sadness-related acoustical features and their solo/non-solo statuses,Katie Vishwanath,emotion; musical analysis; instrumental music; cognitive musicology; corpus
935,Are Musical Autobiographical Memories Special? It Ain’t Necessarily So,2018,Music Perception,"Halpern, Andrea R.",US,US,US,NA,41,NA,NA,undergraduate students,NA,NA,30,"10; 1 ""undisclosed""",NA,NA,NA,NA,NA,Katie Vishwanath,autobiographical memory; music; emotion; experimental control; flashbulb memory
936,Are Musical Autobiographical Memories Special? It Ain’t Necessarily So,2018,Music Perception,"Halpern, Andrea R.",US,US,US,NA,48,NA,NA,undergraduate students,NA,NA,18 (Holidays); 15 (Dining),7 (Holidays); 8 (Dining),NA,NA,NA,NA,NA,Katie Vishwanath,autobiographical memory; music; emotion; experimental control; flashbulb memory
937,Repetition Enhances the Musicality of Speech and Tone Stimuli to Similar Degrees,2018,Music Perception,"Tierney, Adam",UK,UK,UK,NA,64,29.6 (Group 1); 31.2 (Group 2),7.1 (Group 1); 7.9 (Group 2),university students,musicians; non-musicians,course credit; paid,24 (Group 1); 23 (Group 2),8 (Group 1); 9 (Group 2),2.7 (Group 1); 3.8 (Group 2),speech; artificial,Western,experimenter-created,NA,Katie Vishwanath,speech; singing; pitch; perception; language
938,Early Childhood Music Training and Associated Improvements in Music and Language Abilities,2018,Music Perception,"Hutchins, Sean",Canada,Canada,Canada,NA,90,4.55 (pre-session); 5.13 (post-session),NA,children,musicians,other,41,49,NA,the alphabet song,Western,precomposed,This paper had many speech/language/vocabulary tests and only one singing test,Katie Vishwanath,music training; language; transfer; vocabulary; phonological processing
939,The Online Processing of Implied Harmony in the Perception of Tonal Melodies: Effects of Harmonic Expectations,2018,Music Perception,"Kim, Jung Nyo",US,US,US,NA,18,19.6,2.2,university students,musicians,paid,NA,NA,9.7 (instrumental/vocal); 2.4 (music theory training),classical; artifical,Western,experimenter-created,NA,Katie Vishwanath,harmony; melody; online processing; expectations; reaction times
940,Did You Hear the Vocalist? Differences in Processing Between Short Segments of Familiar and Unfamiliar Music,2018,Music Perception,"Layman, Shannon L.",US,US,US,NA,100,21.14,NA,undergraduate students,musicians; non-musicians,NA,57,43,3.92,popular,Western,precomposed,NA,Katie Vishwanath,popular music; music memory; familiarity; featural processing; cognition
941,Did You Hear the Vocalist? Differences in Processing Between Short Segments of Familiar and Unfamiliar Music,2018,Music Perception,"Layman, Shannon L.",US,US,US,NA,60,25.1,NA,undergraduate students,musicians; non-musicians,NA,39,21,3.92,popular,Western,precomposed,NA,Katie Vishwanath,popular music; music memory; familiarity; featural processing; cognition
942,How Music Moves Us: Entraining to Musicians’ Movements,2018,Music Perception,"Demos, Alexander P.",US,US,US,NA,29,19.04,0.73,university students,musicians; non-musicians,course credit,20,9,8.56 (musicians); 0.79 (non-musicians); 10.17 (dancers),classical,Western,precomposed,NA,Katie Vishwanath,synchronization; entrainment; postural sway; music performance; music listening
943,How Music Moves Us: Entraining to Musicians’ Movements,2018,Music Perception,"Demos, Alexander P.",US,US,US,NA,29,19.04,0.73,university students,musicians; non-musicians,course credit,20,9,8.56 (musicians); 0.79 (non-musicians); 10.17 (dancers),classical,Western,precomposed,NA,Katie Vishwanath,synchronization; entrainment; postural sway; music performance; music listening
944,Time Dilation Caused by Oddball Serial Position and Pitch Deviancy: A Comparison of Musicians and Nonmusicians,2018,Music Perception,"Nazari, Mohammad Ali",Iran,Iran,Iran,NA,32,24.7 (non-musicians); 26.6 (musicians),2.9 (non-musicians); 3.3 (musicians),university+,musicians; non-musicians,course credit,7 (non-musicians); 9 (musicians),9 (non-musicians); 7 (musicians),14.4 (musicians),artificial,Western,experimenter-created,NA,Katie Vishwanath,auditory perception; time dilation; oddball position; oddball deviancy; musicians
945,Time Dilation Caused by Oddball Serial Position and Pitch Deviancy: A Comparison of Musicians and Nonmusicians,2018,Music Perception,"Nazari, Mohammad Ali",Iran,Iran,Iran,NA,32,25.2 (non-musicians); 26.8 (musicians),3.1 (non-musicians); 3.3 (musicians),university+,musicians; non-musicians,course credit,6 (non-musicians); 7 (musicians),10 (non-musicians); 9 (musicians),13.8 (musicians),artificial,Western,experimenter-created,NA,Katie Vishwanath,auditory perception; time dilation; oddball position; oddball deviancy; musicians
946,Performers’ Motions Reflect the Intention to Express Short or Long Melodic Groupings,2018,Music Perception,"Huberth, Madeline",US,US,US,NA,12,NA,NA,university+,musicians,paid,6,6,14.7,classical,Western,precomposed,NA,Katie Vishwanath,movement; performance; interpretation; embodied cognition; melodic grouping
947,Musical Activity and Well-being: A New Quantitative Measurement Instrument,2018,Music Perception,"Krause, Amanda E.",Australia,Australia,Australia,NA,207,32.95,13.4,NA,musicians,volunteer,138,69,NA,NA,NA,experimenter-created,This was a questionnaire creation study.,Katie Vishwanath,well-being; music-making; qualitative metaanalysis; music; participation
948,A Psychocultural Theory of Musical Interval: Bye Bye Pythagoras,2018,Music Perception,"Parncutt, Richard",Austria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"This was a literature review and discussion as to why ratio theory is inconsistent with a modern evidence-based understanding of musical structure, perception, and cognition.",Katie Vishwanath,Pythagoras; interval; ratio; intonation; pitch
949,Psychophysiological Responses to “Happy” and “Sad” Music: A Replication Study,2018,Music Perception,"Bullack, Antje",Germany,Germany,Germany,NA,20,25.8 (female); 29.7 (male),3.19 (female); 3.56 (male),NA,NA,NA,10,10,NA,NA,Western,experimenter-created,Pilot,Katie Vishwanath,music listening; psychophysiology; autonomic activity; emotions; replication study
950,Psychophysiological Responses to “Happy” and “Sad” Music: A Replication Study,2018,Music Perception,"Bullack, Antje",Germany,Germany,Germany,NA,32,26.25 (female); 26.31 (male),2.17 (female); 3.57 (male),NA,NA,NA,16,16,NA,NA,Western,experimenter-created,Full Study,Katie Vishwanath,music listening; psychophysiology; autonomic activity; emotions; replication study
951,Average Pitch Height and Perceived Emotional Expression Within an Unconventional Tuning System,2018,Music Perception,"Friedman, Ronald S.",US,US,US,NA,114,19.93,2.19,undergraduate students,musicians; non-musicians,course credit,90,24,3.35,NA,Western,experimenter-created,NA,Katie Vishwanath,emotion; music; pitch height; interval size; Bohlen-Pierce scale
952,Distortion and Western Music Chord Processing: An ERP Study of Musicians and Nonmusicians,2018,Music Perception,"Virtala, Paula",Finland,Finland,Finland,NA,26,23 (musicians); 24 (non-musicians),NA,children; university students,musicians; non-musicians,volunteer,6 (musicians); 7 (non-musicians),7 (musicians); 6 (non-musicians),NA,NA,Western,experimenter-created,NA,Katie Vishwanath,chord; musicians; distortion; harmony; cortical auditory processing
953,"Embodied Listening and Timbre: Perceptual, Acoustical, and Neural Correlates",2018,Music Perception,"Wallmark, Zachary",US,US,US,NA,36,20.3,2.07,university students,musicians; non-musicians,paid,22,14,6.83,artificial; instrumentals; international,Western; Japan,experimenter-created; precomposed,NA,Katie Vishwanath,timbre perception; embodied cognition; fMRI; musical affect; noise
954,"Embodied Listening and Timbre: Perceptual, Acoustical, and Neural Correlates",2018,Music Perception,"Wallmark, Zachary",US,US,US,NA,36,20.3,2.07,university students,musicians; non-musicians,paid,22,14,6.83,popular music,Western,precomposed,NA,Katie Vishwanath,timbre perception; embodied cognition; fMRI; musical affect; noise
955,"Embodied Listening and Timbre: Perceptual, Acoustical, and Neural Correlates",2018,Music Perception,"Wallmark, Zachary",US,US,US,Asian,15,19.1,0.72,university students,musicians; non-musicians,paid,8,7,NA,artificial; instrumentals; international,Western; Japan,experimenter-created; precomposed,NA,Katie Vishwanath,timbre perception; embodied cognition; fMRI; musical affect; noise
956,The Relative Importance of Aural and Visual Information in the Evaluation of Western Canon Music Performance by Musicians and Nonmusicians,2018,Music Perception,"Griffiths, Noola K.",UK,UK,UK,NA,60,26.4 (musicians); 44.0 (non-musicians),7.04 (musicians); 4.48 (non-musicians),university+,musicians; non-musicians,NA,26 (musicians); 20 (non-musicians),8 (musicians); 6 (non-musicians),NA,classical,Western,precomposed,NA,Katie Vishwanath,aural information; visual information; multimodality; evaluation; performance
957,"MUSEBAQ: A Modular Tool for Music Research to Assess Musicianship, Musical Capacity, Music Preferences, and Motivations for Music Use",2018,Music Perception,"Chin, Tan-Chyuan",Australia,NA,NA,NA,524,24.4,6.6,undergraduate students,NA,NA,393,131,3.38 (formal music theory training); 4.36 (formal practical music training),classical,NA,NA,Questionnaire creation study,Katie Vishwanath,music engagement; musicianship; musical capacity; music preferences; motivations for music use
958,"MUSEBAQ: A Modular Tool for Music Research to Assess Musicianship, Musical Capacity, Music Preferences, and Motivations for Music Use",2018,Music Perception,"Chin, Tan-Chyuan",Australia,NA,NA,NA,296,32,14.6,undergraduate students,NA,NA,119,174 (male); 3 (unknown),NA,classical,NA,NA,testing the questionnaire created in previous study,Katie Vishwanath,music engagement; musicianship; musical capacity; music preferences; motivations for music use
959,"MUSEBAQ: A Modular Tool for Music Research to Assess Musicianship, Musical Capacity, Music Preferences, and Motivations for Music Use",2018,Music Perception,"Chin, Tan-Chyuan",Australia,NA,NA,NA,304,35.19,9.62,NA,NA,NA,148,155,3.56,classical,NA,NA,validation of questionnaire created in previous study,Katie Vishwanath,music engagement; musicianship; musical capacity; music preferences; motivations for music use
960,Mitigating death anxiety: Identifying music’s role in terror management,2018,Psychology of Music,"Cardany, Audrey B.",US,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Literature review,Katie Vishwanath,Ernest Becker; death; functions of music; music and death anxiety; music education; Terror Management Theory
961,Music Performance Anxiety in adolescence and early adulthood: Its relation with the age of onset in musical training,2018,Psychology of Music,"Zarza-Alzugaray, Francisco Javier",Spain,Spain,Spain,NA,437 (sample 1); 209 (sample 2),22.64 (sample 1); 12.09 (sample 2),4.73 (sample 1); 4.22 (sample 2),university students,musicians,NA,200 (sample 1); 124 (sample 2),237 (sample 1); 85 (sample 2),13.86 (sample 1); 4.80 (sample 2),NA,NA,NA,Music Performance Anxiety questionnaire study,Katie Vishwanath,age of musical training onset; music conservatory; Music Performance Anxiety; music school; music students
962,"Self-determination theory applied to flow in conservatoire music practice: The roles of perceived autonomy and competence, and autonomous and controlled motivation",2018,Psychology of Music,"Valenzuela, Rafael",Spain,Spain,Spain,NA,162,22.48,4.34,university students,musicians,volunteer,73,89,NA,NA,NA,NA,Questionnaire study,Katie Vishwanath,autonomous motivation; conservatoire music practice; flow experience; music education; perceived autonomy; perceived competence; self-determination theory
963,Explorational instrumental practice: An expansive approach to the development of improvisation competence,2018,Psychology of Music,"Johansen, Guro Gravem",Norway,Norway; Sweden,Norway; Sweden,NA,13,NA,NA,university students,musicians,NA,NA,NA,NA,jazz,Western,NA,Qualitative Interview Study,Katie Vishwanath,expansive learning; explorational practice; improvisation; instrumental practice; jazz education
964,Development and evaluation of two brief group interventions for music performance anxiety in community musicians,2018,Psychology of Music,"Kenny, Dianna T.",Australia,Australia,Australia,NA,10,NA,NA,adults; children,musicians,NA,NA,NA,NA,NA,Western,precomposed,Pilot Study; Recital-based study; measuring using anxiety testing measures,Katie Vishwanath,anxiety sensitivity; cognitive behavioral therapy; community musicians; music performance anxiety; performance quality
965,Development and evaluation of two brief group interventions for music performance anxiety in community musicians,2018,Psychology of Music,"Kenny, Dianna T.",Australia,Australia,Australia,NA,68,44.51,15.95,adults; children,musicians,NA,45,23,15.54,NA,Western,precomposed,Recital-based study; measuring using anxiety testing measures,Katie Vishwanath,anxiety sensitivity; cognitive behavioral therapy; community musicians; music performance anxiety; performance quality
966,Beating time: How ensemble musicians’ cueing gestures communicate beat position and tempo,2018,Psychology of Music,"Bishop, Laura",Austria,Austria,Austria,NA,52,26.5 (pianists); 24.9 (violinists),4.7 (pianists); 3.3 (violinists),university+,musicians,NA,NA,NA,18.4 (pianists); 17.6 (violinists),classical,Western,precomposed,Recital-based study,Katie Vishwanath,ensemble performance; human movement; interpersonal coordination; musical experise; visual communications
967,Music performance anxiety: A clinical outcome study into the effects of cognitive hypnotherapy and eye movement desensitisation and reprocessing in advanced pianists,2018,Psychology of Music,"Brooker, Elizabeth",UK,UK,UK,NA,46,NA,NA,NA,musicians,NA,29,17,NA,classical,Western,precomposed,Recital-based study,Katie Vishwanath,cognition; implicit processes; intervention; state anxiety; trait anxiety
968,The effect of background music and noise on the cognitive test performance of Chinese introverts and extraverts,2018,Psychology of Music,"Kou, Siyi",UK,UK,China; UK,Asian,92,25.6,3.9,NA,NA,volunteer; other,59,33,NA,Chinese popular music,China,precomposed,NA,Katie Vishwanath,arousal; background music; cognition; culture; personality
969,"The relationship between music performance anxiety, subjective performance quality and post-event rumination among music students",2018,Psychology of Music,"Nielsen, Carole",Switzerland,Switzerland,Switzerland,NA,72,22.7,3,university+,musicians,paid,48,24,NA,classical,Western,precomposed,Recital-based study,Katie Vishwanath,field study; music performance anxiety; post-event rumination; social anxiety; subjective performance quality
970,Music education promotes lifelong engagement with the arts,2018,Psychology of Music,"Elpus, Kenneth",US,US,US,NA,35735,NA,NA,adults,NA,NA,NA,NA,NA,NA,NA,NA,analysis of 2012 Survey of Public Participation in the Arts,Katie Vishwanath,adults; audiences; engagement; lifespan; live performance; performance; school education
971,"The effect of regular listening to preferred music on pain, depression and anxiety in older care home residents",2018,Psychology of Music,"Costa, Fiona",UK,UK,UK,white,117,87,7.1,older adults,NA,NA,85,32,NA,classical; other,Western,precomposed,listened to compilation of music programs according to their preferences,Katie Vishwanath,anxiety; care homes; depression; older adults; pain; preferred music
972,Conflict in collaborative musical composition: A case study,2018,Psychology of Music,"Hill, Matthew",Australia,Australia,Australia,NA,3,NA,NA,NA,musicians,NA,NA,3,NA,rock(?),Western,precomposed,case study,Katie Vishwanath,collaboration; combined flow; conflict; creativity; empathetic creativity; group flow; music composition
973,Middle school band students’ self-determination to practice,2018,Psychology of Music,"Schatt, Matthew D.",US,US,US,NA,796,11.9,1.67,children,musicians,NA,524,272,2.01,classical,Western,NA,NA,Katie Vishwanath,band; middle school; motivation; music; practice; self-determination theory
974,Predicting emotional response to music through a compound neural network,2018,Psychology of Music,"Saiz-Clar, Elena",Spain,Spain,Spain,NA,40 (stimuli),NA,NA,NA,NA,NA,NA,NA,NA,classical,Western,precomposed,how emotional effects of music can be explained using AI,Katie Vishwanath,activation; artificial intelligence; emotion; music; valence
975,Maternal engagement with music up to nine months post-birth: Findings from a cross-sectional study in England,2018,Psychology of Music,"Fancourt, Daisy",UK,UK,UK,NA,473,NA,NA,NA,NA,other,473,NA,NA,classical; other,Western,NA,NA,Katie Vishwanath,cross-sectional; mothers; music engagement; postnatal; survey
976,Development and validation of the Psychosocial Risks Questionnaire for Musicians (PRQM),2018,Psychology of Music,"Jacukowicz, Aleksandra",Poland,Poland,Poland,NA,71,25.9,6.5,NA,musicians,NA,43,36,NA,NA,NA,NA,Questionnaire creation study,Katie Vishwanath,musicians; occupational stress; psychosocial risks; psychological stress; psychological tests
977,Development and validation of the Psychosocial Risks Questionnaire for Musicians (PRQM),2018,Psychology of Music,"Jacukowicz, Aleksandra",Poland,Poland,Poland,NA,154,37.6,11.3,NA,musicians,NA,85,69,NA,classical; popular music,Western,NA,validation of questionnaire created in previous study,Katie Vishwanath,musicians; occupational stress; psychosocial risks; psychological stress; psychological tests
978,Contextual factors and wellbeing outcomes: Ethnographic analysis of an artist-led group songwriting program with young people,2018,Psychology of Music,"Baker, Felicity A.",Australia,Australia,Australia,NA,85,13.94,2.17,NA,musicians,NA,57,28,NA,NA,Western,precomposed,NA,Katie Vishwanath,artist-led programs; community music; music education; music therapy; regional communities; songwriting; wellbeing; young people
979,Adults recognize toddlers’ song renditions,2018,Psychology of Music,"Gudmundsdottir, Helga",Iceland,US,US,NA,25,NA,NA,adults,NA,NA,NA,NA,NA,classical,Western,precomposed,NA,Katie Vishwanath,early childhood; pitch; range; singing; toddlers
980,Adults recognize toddlers’ song renditions,2018,Psychology of Music,"Gudmundsdottir, Helga",Iceland,US,US,NA,18,NA (20-40 months),NA,children,NA,NA,NA,NA,NA,classical,Western,precomposed,NA,Katie Vishwanath,early childhood; pitch; range; singing; toddlers
981,Self-affirmation improves music performance among performers high on the impulsivity dimension of sensation seeking,2018,Psychology of Music,"Churchill, Susan",UK,UK,UK,NA,65,19,2.02,undergraduate students,musicians,NA,47,18,NA,classical,Western,NA,NA; Literature Review,Katie Vishwanath,impusitivity; music performance; self-affirmation; sensation seeking
982,Music listening as self-enhancement: Effects of empowering music on momentary explicit and implicit self-esteem,2018,Psychology of Music,"Elvers, Paul",Germany,Germany,Germany,NA,118,25.05,4.45,university students,NA,paid,68,50,NA,German music,Western,precomposed,NA,Katie Vishwanath,implicit attitudes; music and social cognition; music and wellbeing; self-enhancement; self-esteem
983,The effects of instruction on the singing ability of children ages 5 to 11: A meta-analysis,2018,Psychology of Music,"Svec, Christina L.",US,US,US,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western,NA,meta-analysis of 34 studies,Katie Vishwanath,education; meta-analysis; pitch accuracy; singing; teaching; vocal development
984,Pitch-verticality and pitch-size cross-modal interactions,2018,Psychology of Music,"Bonetti, Leonardo",Italy,Italy,Italy,NA,30,34.93 (female); 32.13 (male),NA,NA,NA,NA,15,15,NA,artificial,Western,experimenter-created,study 1,Katie Vishwanath,cross-modal perception; pitch; size; sound localization; speeded classification
985,Pitch-verticality and pitch-size cross-modal interactions,2018,Psychology of Music,"Bonetti, Leonardo",Italy,Italy,Italy,NA,22,30.63 (female); 33.09 (male),NA,university students,NA,NA,11,11,NA,artificial,Western,experimenter-created,study 2,Katie Vishwanath,cross-modal perception; pitch; size; sound localization; speeded classification
986,"Confucian Heritage Culture, parental differential treatment of siblings and music learning: A hermeneutic analysis of a musical family",2018,Psychology of Music,"Fung, Annabella S.K.",Australia,US,US,Asian,6,NA,NA,NA,NA,NA,4,2,NA,NA,Western,NA,Interview Study (Case study),Katie Vishwanath,Confucian Heritage Culture; Interpretative Phenomenological Analysis; moral cultivation and self-perfection; music education aims; music learning; parental differential treatment; sibling interaction
987,Making sense of music: Meanings 10- to 18-year-olds attach to experimenter-selected musical materials,2018,Psychology of Music,"Herbert, Ruth",UK,UK,UK,NA,84,NA,NA,NA,NA,NA,42,42,NA,various genres,Western,precomposed,NA,Katie Vishwanath,adolescence; development; engagement; listening; meaning; socio-cultural
988,Reactions to “patriotic” and “protest” songs in individuals differing in political orientation,2018,Psychology of Music,"Ziv, Naomi",Israel,Israel,Israel,NA,100,30.9,5.25,NA,NA,NA,49,51,NA,Israeli music,Israel,precomposed,NA,Katie Vishwanath,censure; group cohesion; music; patriotic; political orientation; protest
989,Reactions to “patriotic” and “protest” songs in individuals differing in political orientation,2018,Psychology of Music,"Ziv, Naomi",Israel,Israel,Israel,NA,78,33.51,8.01,NA,NA,NA,39,39,NA,Israeli music,Israel,precomposed,Used the lyrics of the songs from the previous study,Katie Vishwanath,censure; group cohesion; music; patriotic; political orientation; protest
990,Popular music and the role of vocal melody in perceived emotion,2018,Psychology of Music,"Beveridge, Scott",Germany,UK,UK,NA,196,23.23,7.11,undergraduate students,NA,paid,45,151,NA,popular-like genre; other,Western,precomposed,sourced from community-based music sites and production music libraries,Katie Vishwanath,emotion; popular music; technology; voice
991,Popular music and the role of vocal melody in perceived emotion,2018,Psychology of Music,"Beveridge, Scott",Germany,UK,UK,NA,30,30.2,11.6,undergraduate students,NA,volunteer,8,22,NA,popular-like genre; other,Western,precomposed,sourced from community-based music sites and production music libraries,Katie Vishwanath,emotion; popular music; technology; voice
992,Singing in later life: The anatomy of a community choir,2018,Psychology of Music,"Lamont, Alexandra",UK,UK,UK,NA,11,NA,NA,NA,musicians,NA,9,2,NA,NA,Western,NA,Questionnaire study,Katie Vishwanath,ageing; arts and health; choirs; community music; well-being
993,Singing in later life: The anatomy of a community choir,2018,Psychology of Music,"Lamont, Alexandra",UK,UK,UK,NA,31,NA,NA,NA,musicians,NA,28,3,NA,NA,Western,NA,Individual Interview Study,Katie Vishwanath,ageing; arts and health; choirs; community music; well-being
994,"Effect of a musical instrument performance program on emotional intelligence, anxiety, and aggression in Korean elementary school children",2018,Psychology of Music,"Kim, Hyun-Sil",South Korea,South Korea,South Korea,Asian,65,9.7,NA,children,NA,NA,37,28,NA,classical,Western,precomposed,NA,Katie Vishwanath,aggression; anxiety; elementary school children; emotional intelligence; musical instrument performance program
995,Multidimensional measurement of exposure to music in childhood: Beyond the musician/non-musician dichotomy,2018,Psychology of Music,"Cogo-Moreira, Hugo",Brazil,Brazil,Brazil,NA,1006,8.36,1.5,children,NA,NA,NA,NA,NA,NA,NA,NA,Questionnaire study,Katie Vishwanath,assessment; child development; perception; psychometrics; youth culture
996,Music for anxiety? Meta-analysis of anxiety reduction in non-clinical samples,2018,Psychology of Music,"Panteleeva, Yulia",Switzerland,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,meta-analysis of 19 studies,Katie Vishwanath,anxiety; emotion regulation; music listening; resilience; stress
997,The effect of focused instruction on young children’s singing accuracy,2018,Psychology of Music,"Demorest, Steven",US,US,US,NA,79,5.7,NA,children,NA,NA,NA,NA,NA,classical,Western,experimenter-created; precomposed,NA,Katie Vishwanath,assessment; intonation; pitch matching; singing accuracy; skill development
998,Improvised song endings in a developmental perspective: A mixed-methods study,2018,Psychology of Music,"Ilari, Beatriz",US,US,US,Hispanic,57,6.8,6.71,children,NA,NA,22,35,NA,classical,Western,precomposed,study 1,Katie Vishwanath,improvisation; improvised song endings; middle childhood; mixed methods; musical development
999,Improvised song endings in a developmental perspective: A mixed-methods study,2018,Psychology of Music,"Ilari, Beatriz",US,US,US,Hispanic,53,6.79,6.79,children,NA,NA,22,31,NA,NA,NA,NA,study 2; qualitative study,Katie Vishwanath,improvisation; improvised song endings; middle childhood; mixed methods; musical development
1000,Children’s invented notations: Extending knowledge of their intuitive musical understandings using a Vygotskian social constructivist view,2018,Psychology of Music,"Carroll, Debbie",Canada,Canada,Canada,NA,13,NA,NA,children,NA,NA,6,7,NA,traditional,Western,precomposed,NA,Katie Vishwanath,children's cognition; intuitive and emergent musical understandings; invented musical notations; multiple intelligences; peer-peer learning; social constructivisim; Vygotsky
1001,The effects of musical activities on the self-esteem of displaced children in Colombia,2018,Psychology of Music,Zapata; Gloria P.,Colombia,Colombia,Colombia,Hispanic,104,NA,NA,children,NA,NA,NA,NA,NA,traditional,Colombian,precomposed,NA,Katie Vishwanath,musical development; musical improvisation; self-esteem; singing activities; socio-emotional development
1002,Validation of the Kenny Music Performance Anxiety Inventory (K-MPAI): A cross-cultural confirmation of its factorial structure,2018,Psychology of Music,"Chang-Arana, Alvaro M.",Finland,Peru; Australia,Peru; Australia,Hispanic,455,21.19,3.13,university students,musicians,NA,113,337; 5 (not specified),NA,classical; contemporary,Western,NA,study 1; questionnaire study,Katie Vishwanath,cross-cultural validation; factor analysis; Kenny's typology of MPA; K-MPAI; music performance anxiety
1003,Validation of the Kenny Music Performance Anxiety Inventory (K-MPAI): A cross-cultural confirmation of its factorial structure,2018,Psychology of Music,"Chang-Arana, Alvaro M.",Finland,Peru; Australia,Peru; Australia,Hispanic,368,42.07,10.21,NA,musicians,NA,188,180,NA,classical; contemporary,Western,NA,study 2; questionnaire study,Katie Vishwanath,cross-cultural validation; factor analysis; Kenny's typology of MPA; K-MPAI; music performance anxiety
1004,“Being a bully isn’t very cool…”: Rap & Sing Music Therapy for enhanced emotional self-regulation in an adolescent school setting – a randomized controlled trial,2018,Psychology of Music,"Uhlig, Sylka",Netherlands,Netherlands,Netherlands,NA,199,NA,NA,children,NA,NA,NA,NA,NA,rap,Western,precomposed,NA,Katie Vishwanath,adolescents; school-based intervention; music therapy; rap & singing; emotion regulation; well-being; RCT
1005,Audience reactions to the program notes of unfamiliar music,2018,Psychology of Music,"Bennett, Dawn",Australia,Australia,Australia,NA,29,NA,NA,NA,musicians,NA,15,14,NA,classical,Western,precomposed,NA,Katie Vishwanath,classical music; concert; listeners; new music; practice-led research
1006,Personality and world music preference of undergraduate non-music majors in South Korea and the United States,2018,Psychology of Music,"Yoo, Hyesoo",US,US; South Korea,US; South Korea,Asian; white,401,20.2 (USA); 21.8 (South Korea),1.87 (USA); 2.00 (South Korea),undergraduate students,non-musicians,NA,113 (USA); 149 (South Korea),73 (USA); 59 (South Korea),NA,world music,Africa; Latin America; Asia,precomposed,NA,Katie Vishwanath,African; absorption; agreeableness; Asian; familiarity; Latin American; openness
1007,Vocalizations produced in the second year of life in response to speaking and singing,2018,Psychology of Music,"Reigado, Joao",Portugal,Portugal,Portugal,NA,12,11.5 (months),NA,infants,NA,NA,7,5,NA,classical,Western,precomposed,infant vocalizations encouraged by including free conversation and songs without words,Katie Vishwanath,acoustics; early childhood; infants; singing; speech; voice
1008,United Kingdom “top 5” pop music lyrics,2018,Psychology of Music,"North, Adrian C.",Australia,UK,UK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,popular music,Western,precomposed,study 1: gathering the top five songs and compiling lyrics for second study; lyrics study of songs from UK sales charts,Katie Vishwanath,certainty; economy; lyrics; music; optimism; relationships; violence
