PaperTitle,Year,Journal,FirstAuthorName,FirstAuthorCountry,CountryDataCollected,SamplePrimaryCountryofOrigin,Ethnicity,SampleSize,SampleAgeMean,SampleAgeSD,SampleOtherDescription,SampleMusicianshipDescription,SamplingMethodDescription,FemaleParticipantsNumber,MaleParticipantsNumber,MeanYearsEducation,MusicPrimaryGenre,MusicOriginCountry,MusicSource,Comments,CoderName,Keywords
The musical impact of multicultural London English (MLE) speech rhythm ,2017,Music Perception,"Lee, Christopher S.",UK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Popular; rap,UK,precomposed,Experiment 1; corpus study,Akvile Jadzgeviciute,Speech rhythm; Multicultural London English; text setting; stress mismatches; nPVI
The musical impact of multicultural London English (MLE) speech rhythm ,2017,Music Perception,"Lee, Christopher S.",UK,UK,NA,NA,19; 14,NA,NA,Multicultural London English speakers,NA,Other,8; 7,11; 7,NA,NA,NA,experimenter-created,Experiment 2; stimuli's genre was not stated,Akvile Jadzgeviciute,Speech rhythm; Multicultural London English; text setting; stress mismatches; nPVI
Corpus-derived key profiles are not transpositionally equivalent ,2017,Music Perception,"Quinn, Ian",USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Classical, 19th century",Western ,Precomposed,Corpus study; 2 experiments were run with the same corpus,Akvile Jadzgeviciute,Corpus analysis; tonality; keys; cognitive modeling; key profiles
Personal music listening: a model of emotional outcomes developed through mobile experience sampling ,2017,Music Perception,"Randall, William M.",Australia,NA,NA,NA,195,20.64,5.89,,"musician, non-musician",Volunteers; course credit,146,49,NA,NA,NA,NA,Music was participant selected,Akvile Jadzgeviciute,Music; emotion; experience sampling method; mobile phone; everyday music listening
Hierarchizability as a predictor of scale candidacy ,2017,Music Perception,"Verosky, Niels J.",USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,artificial,NA,precomposed,Various western and non-western scales were compared in this study for Hierarchizability,Akvile Jadzgeviciute,Scales; scale candidacy; properties of scales; universal constraints on music; hierarchy
Lay listeners can evaluate the pitch accuracy of operatic voices ,2017,Music Perception,"Larrouy-Maestri, Pauline",Germany,Belgium; France,NA,NA,22,45.59,11.64,,"musician, non-musician",,8,NA,NA,Operatic Happy Birthday,NA,semi-precomposed,Stimuli were recorded operatic versions of the last line in Happy birthday by several different singers.,Akvile Jadzgeviciute,Music expertise; pitch accuracy; melodic perception; singing voice; opera
Rhythmic variability in language and music of latino and latino-inspired composers ,2017,Music Perception,"Hanson, Josef",USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Classical,Latin America; western,precomposed,"Corpus analysis, the pieces were compared for differences in rhythmical variability in both Latino and western composers",Akvile Jadzgeviciute,Speech rhythm; musical rhythm; nPVI; Latino; prosody
Pitch imitation ability in mental transformations of melodies ,2017,Music Perception,"Greenspon, Emma B.",USA,USA,NA,NA,10; 10,"20,4; 21,2",NA,accurate singers; VPID singers,Musicians,"course credit, paid",2; 4,8; 6,NA,NA,NA,experimenter-created,,Akvile Jadzgeviciute,Singing; sensorimotor integration; imagery; working memory; pitch perception
The effects of diegetic and nondiegetic music on viewers’ interpretations of a film scene ,2017,Music Perception,"Tan, Siu-Lan",USA,USA,NA,NA,245,"20,25; 19,92","2,19; 4,20",males; females,NA,NA,134,110,NA,Moon River,Western,precomposed,The study evaluated the effect of the changes on film experience when soudratck was manipulated,Akvile Jadzgeviciute,Film music; diegetic; interpretation; loudness; emotion
Visualizing and interpreting rhythmic patterns using phase space plots ,2017,Music Perception,"Ravignani, Andrea",Belgium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Classical ,Western,precomposed,Corpus study focusing on rhythm analysis ,Akvile Jadzgeviciute,Rhythm; isochrony; timing; interonset intervals; nPVI
Implicit absolute pitch representation affects basic tonal perception ,2017,Music Perception,"Eitan, Zohar",Israel,Israel,NA,NA,24; 16,24; 23,NA,untrained listeners; trained listeners,non-musicians; musicians,paid,10; 8,14; 8,NA,artificial,NA,experimenter-created,Experiment 1,Akvile Jadzgeviciute,Absolute pitch; absolute key; tonal perception; musical tension; music training
Implicit absolute pitch representation affects basic tonal perception ,2017,Music Perception,"Eitan, Zohar",Israel,Israel,NA,NA,56; 19,28; 21,NA,NA,non-musicians; musicians,course credit; paid,44; 13,12; 6,NA,artificial,NA,experimenter-created,Experiment ,Akvile Jadzgeviciute,Absolute pitch; absolute key; tonal perception; musical tension; music training
Pitch dispersal and the perception of tonal strength in Schoenberg's oeuvre ,2017,Music Perception,"Anta, J. Fernando",Argentina,Argentina,NA,NA,2; 6,"NA; 25,7","NA; 1,6",Music professors; music students,musicians,NA,NA,NA,NA,Classical,USA,precomposed,Stimuli were all generated from Schoenberg's catalogue,Akvile Jadzgeviciute,"Tonality, atonality; multiple causation; pitch class-related factors; pitch-related factors"
"Conceptual blending, creativity, and music",2018,Musicae Scientiae,"Zbikowski, Lawrence M.",USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,classical,Western,precomposed,NA,Katie Vishwanath,conceptual blending; creativity; music; theory; analysis
Conceptual blending and musical emotion,2018,Musicae Scientiae,"Spitzer, Michael",UK,UK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,classical,Western,precomposed,NA,Katie Vishwanath,musical emotion; compression; conceptual blending; theory; analysis
Embedded blends and meaning construction in Modest Musorgsky’s Pictures at an Exhibition,2018,Musicae Scientiae,"Tsougras, Costas",Greece,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,classical,Western,precomposed,NA,Katie Vishwanath,conceptual blending; cognitive theory; cross-domain; melodies; harmonies; intra-musical conceptual blending; extra-musical conceptual blending; theory; analysis
"Schemas, grounds, meaning: On the emergence of musical concepts through conceptual blending",2018,Musicae Scientiae,"Antovic, Mihailo",Serbia,Serbia; Roma; USA,Serbia; Roma; USA,NA,NA,10; Adults,NA,naïve; adults,musicians; non-musicians,NA,NA,NA,NA,classical,Western,experimenter-created,NA,Katie Vishwanath,conceptual blending; generic space; grounding box; 
Conceptual integration of sound and image: A model of perceptual modalities,2018,Musicae Scientiae,"Athanasopoulos, George",Greece,UK; Japan; Papua New Guinea,UK; Japan; Papua New Guinea,NA,NA,NA,NA,NA,musicians,NA,NA,NA,NA,classical,Western,experimenter-created,NA,Katie Vishwanath,conceptual blending; conceptual metaphor theory; perceptual modalities; sound; image
"B(l)ending time, (de)compressing identity: Creative thought and meaning construction in Copy Shop (2001)",2018,Musicae Scientiae,"Vovaris, Petros",Greece,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,This paper used conceptual blending theory to look at the 2001 short film Copy Shop.,Katie Vishwanath,conceptual blending; film; creative thinking
The way we blend: Rethinking conceptual integration through intermedial and open-form scores,2018,Musicae Scientiae,"Stefanou, Danae",Greece,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,precomposed,NA,Katie Vishwanath,conceptual blending; intermedial and open-form scores; musical creativity; theory; analysis
Musical blending and creativity: An empirical evaluation of the CHAMELEON melodic harmonisation assistant,2018,Musicae Scientiae,"Zacharakis, Asterios",Greece,Greece,Greece,Greek,40,22,NA,university students,musicians,volunteered,22,18,12.8,jazz,Western,experimenter-created; precomposed,NA,Katie Vishwanath,conceptual blending; creativity; music theory; analysis; musical blending; CHAMELEON melodic harmonzation assistant
Musical blending and creativity: An empirical evaluation of the CHAMELEON melodic harmonisation assistant,2018,Musicae Scientiae,"Zacharakis, Asterios",Greece,Greece,Greece,Greek,30,22.2,NA,university students,musicians,volunteered,17,13,12,jazz,Western,experimenter-created; precomposed,NA,Katie Vishwanath,conceptual blending; creativity; music theory; analysis; musical blending; CHAMELEON melodic harmonzation assistant
25 years of ESCOM: Achievements and challenges,2018,Musicae Scientiae,"Sloboda, John A.",UK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Katie Vishwanath,ESCOM
Rhythmic Prototypes Across Cultures: A Comparative Study of Tapping Synchronization,2018,Music Perception,"Polak, Rainer",Germany,Mali; Germany; Bulgaria,Mali; Germany; Bulgaria,Malian; German; Bulgarian,90,33,NA,urban and rural professional drummers; university students and mature professional percussionists; university students,musicians,paid,20,70,NA,classical; traditional,Western; Traditional (Malian and Bulgarian Folk),experimenter-created,NA,Katie Vishwanath,culture; universals; cross-cultural comparison; categorical rhythm perception; rhythmic prototype
"Short-term Recognition of Timbre Sequences: Music Training, Pitch Variability, and Timbral Similarity",2018,Music Perception,"Siedenburg, Kai",Canada; Germany,Canada,Canada,NA,60,23 (musicians); 25 (non-musicians),4.4 (musicians); 7.2 (non-musicians),university students,musicians; non-musicians,paid,36,24,14 (musicians); 1.1 (non-musicians),classical,Western,experimenter-created,NA,Katie Vishwanath,musical timbre; auditory short-term memory; serial recognition; pitch variability; similarity
"Short-term Recognition of Timbre Sequences: Music Training, Pitch Variability, and Timbral Similarity",2018,Music Perception,"Siedenburg, Kai",Canada; Germany,Canada,Canada,NA,22,26,7.6,university students,musicians,NA (paid?),8,14,18,classical,Western,experimenter-created,NA,Katie Vishwanath,musical timbre; auditory short-term memory; serial recognition; pitch variability; similarity
"Short-term Recognition of Timbre Sequences: Music Training, Pitch Variability, and Timbral Similarity",2018,Music Perception,"Siedenburg, Kai",Canada; Germany,Canada,Canada,NA,22,24,4.3,NA,musicians,NA (paid?),9,13,15,classical,Western,experimenter-created,NA,Katie Vishwanath,musical timbre; auditory short-term memory; serial recognition; pitch variability; similarity
"Short-term Recognition of Timbre Sequences: Music Training, Pitch Variability, and Timbral Similarity",2018,Music Perception,"Siedenburg, Kai",Canada; Germany,Canada,Canada,NA,26,23,3.1,NA,musicians,NA (paid?),11,15,14,classical,Western,experimenter-created,NA,Katie Vishwanath,musical timbre; auditory short-term memory; serial recognition; pitch variability; similarity
Musical Harmony in Electric Hearing,2018,Music Perception,"Knobloch, Marie",Germany,Germany,Germany,German,15,NA; 61 (median),NA,CI users; bilaterally postlinugally deaf,NA,NA,NA,NA,NA,classical,Western,experimenter-created,NA,Katie Vishwanath,harmony; consonance; authentic cadence; key membership; cochlear implants
Final Ritardandi and the Expression of Musical Emotion,2018,Music Perception,"Friedman, Ronald S.",USA,USA,USA,NA,38,NA,NA,university students,NA,course credit,22,16,1.76,classical,Western,experimenter-created; pdhymms,NA,Katie Vishwanath,"music, emotion, sadness, tenderness, ritard"
Final Ritardandi and the Expression of Musical Emotion,2018,Music Perception,"Friedman, Ronald S.",USA,USA,USA,NA,51,NA,NA,university students,NA,course credit,36,"14; 1 identified as ""other""",2.06,classical,Western,experimenter-created; pdhymms,NA,Katie Vishwanath,"music, emotion, sadness, tenderness, ritard"
Making an Impression: Error Location and Repertoire Features Affect Performance Quality Rating Processes,2018,Music Perception,"Waddell, George",UK,UK,UK,NA,42,27.2,9.9,university students,musicians,NA,24,18,19.9,classical,Western,precomposed,NA,Katie Vishwanath,performance; evaluation; continuous measures; errors; familiarity
Effects of Musical Context on the Recognition of Musical Motives During Listening,2018,Music Perception,"Taher, Cecilia",Canada,Canada,Canada,NA,17,29.3,5.5,university students,musicians,NA,7,10,NA,classical,Western,precomposed,NA,Katie Vishwanath,context effects; motivic identification; motivic similarity; motivic variation; Pierre Boulez
Effects of Musical Context on the Recognition of Musical Motives During Listening,2018,Music Perception,"Taher, Cecilia",Canada,Canada,Canada,NA,23,23.2,4.9,university and high school students,musicians,paid,12,11,NA,classical,Western,precomposed,NA,Katie Vishwanath,context effects; motivic identification; motivic similarity; motivic variation; Pierre Boulez
Effects of Musical Context on the Recognition of Musical Motives During Listening,2018,Music Perception,"Taher, Cecilia",Canada,Canada,Canada,NA,40,22.7 (Anthémes I); 26.3 (Anthémes II),2.9 (Anthémes I); 6.3 (Anthémes II),university and high school students,musicians,paid,15 (Anthémes I); 9 (Anthémes II),5 (Anthémes I); 11 (Anthémes II),NA,classical,Western,precomposed,NA,Katie Vishwanath,context effects; motivic identification; motivic similarity; motivic variation; Pierre Boulez
Tendency Towards the Average? The Aesthetic Evaluation of a Quantitatively Average Music Performance: A Successful Replication of Repp’s (1997) Study,2018,Music Perception,"Wolf, Anna",Germany,Germany; Taiwan,Germany; Taiwan,German; Taiwanese,205,29.4,8.9,NA,musicians; non-musicians,NA,117,88,8.3,classical,Western,precomposed,NA,Katie Vishwanath,empirical aesthetics; cross-cultural; performance; music; evaluation
Action-sound Latency and the Perceived Quality of Digital Musical Instruments: Comparing Professional Percussionists and Amateur Musicians,2018,Music Perception,"Jack, Robert H.",UK,UK,UK,NA,21,NA,NA,NA,musicians; non-musicians,NA,4,17,NA,artificial,Western,experimenter-created,NA,Katie Vishwanath,audiotactile latency; sensorimotor synchronization; quality judgments; percussionists; digital musical instruments
"Andrzej Rakowski, 1931–2018",2018,Music Perception,"Makomaska, Sylwia",Poland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,This paper was a tribute to a former researcher in the field,Katie Vishwanath,NA
Absolute Pitch and Relative Pitch in Music Students in the East and the West: Implications for Aural-Skills Education,2018,Music Perception,"Miyazaki, Kenichi",Japan,Japan; China; Poland; Germany; USA,Japan; China; Poland; Germany; USA,Japanese; Chinese; Polish; German; American,1016,NA,NA,undergraduate students,musicians,NA,NA,NA,NA,artificial,Western,experimenter-created,NA,Katie Vishwanath,absolute pitch; relative pitch; cross-cultural; tonality; music education
"Developmental Links Between Speech Perception in Noise, Singing, and Cortical Processing of Music in Children with Cochlear Implants",2018,Music Perception,"Torppa, Ritva",Finland,Finland,Finland,Finnish,43,NA,NA,children,non-musicians,NA,23,20,NA,artificial,Western,experimenter-created,NA,Katie Vishwanath,ERP; MMN and P3a; informal singing and music instrument playing; perception of speech in noise; attention
Psychological and Musical Factors Underlying Engagement with Unfamiliar Music,2018,Music Perception,"Janata, Petr",USA,USA,USA,Asian; Caucasian; Hispanic; African American; Mixed; Other; Unknown,98,21.1,3.1,undergraduate students,NA,course credit,60,38,NA,artificial; blues; contemporary rock; folk; funk; jazz; R&B; rock,Western,experimenter-created,NA,Katie Vishwanath,listening time; aesthetics; habituation; repetition; enjoyment; personality
Psychological and Musical Factors Underlying Engagement with Unfamiliar Music,2018,Music Perception,"Janata, Petr",USA,USA,USA,Asian; Caucasian; Hispanic; African American; Mixed; Other; Unknown,93,20.5,3.1,undergraduate students,NA,course credit,74,19,NA,artificial; blues; contemporary rock; folk; funk; jazz; R&B; rock,Western,experimenter-created,NA,Katie Vishwanath,listening time; aesthetics; habituation; repetition; enjoyment; personality
Psychological and Musical Factors Underlying Engagement with Unfamiliar Music,2018,Music Perception,"Janata, Petr",USA,USA,USA,Asian; Caucasian; Hispanic; African American; Mixed; Other; Unknown,283,20.5,2.7,undergraduate students,NA,course credit,204,79,NA,artificial; blues; contemporary rock; folk; funk; jazz; R&B; rock,Western,experimenter-created; precomposed,NA,Katie Vishwanath,listening time; aesthetics; habituation; repetition; enjoyment; personality
Expressiveness in Music From a Multimodal Perspective,2018,Music Perception,"Teixeira, Euler C.F.",Brazil,Brazil,Brazil,NA,10,NA,NA,NA,musicians,NA,NA,NA,NA,classical,Western,precomposed,NA,Katie Vishwanath,music performance; movement recurrence; musical expressiveness; multimodal analysis; clarinet players
Challenges and Opportunities of Predicting Musical Emotions with Perceptual and Automatized Features,2018,Music Perception,"Lange, Elke B.",Germany,Germany,Germany,NA,20,NA,NA,sound engineers,NA,NA,6,12; 2 did not identify,NA,classical; blues; country; electronica; folk; hip hop; jazz; metal; pop; reggae; rock; soul; traditional; world,Western; Traditional; World,precomposed,NA,Katie Vishwanath,music information retrieval (MIR); feature extraction; emotion expression; expert ratings; predictive modeling
Tonality Without Structure: Using Drones to Induce Modes and Convey Moods,2018,Music Perception,"Bostwick, Jeffrey",USA,USA,USA,NA,32,NA,NA,university students,NA,course credit,NA,NA,NA,artificial,Western,experimenter-created,NA,Katie Vishwanath,mode; mood; tonality; drone; emotion
Activity Analysis and Coordination in Continuous Responses to Music,2018,Music Perception,"Upham, Finn",Canada; USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,classical,Western,precomposed,NA,Katie Vishwanath,continuous response to music; statistics; time series analysis; agreement; response coordination
A Perceptual Study of Scale-degree Qualia in Context,2018,Music Perception,"Arthur, Claire",USA,USA,USA,,,,,,,,,,,,,,NA,Katie Vishwanath,scale degree; phenomenology; key profiles; melodic-harmonic interaction; pitch perception
Listener Expertise Enhances Intelligibility of Vocalizations in Death Metal Music,2018,Music Perception,"Olsen, Kirk N.",Australia,Australia,Australia,NA,64,23.5,6.43,first-year psychology students; music college students; social media recruits,musicians and non-musicians,NA,26,38,>/= 5 (musicians); </= 5 (non-musicians),death metal,Western,precomposed,NA,Katie Vishwanath,"auditory perception, emotion, expertise, lyrics, perceptual learning"
The Lone Instrument: Musical Solos and Sadness-Related Features,2018,Music Perception,"Hansen, Niels Chr.",USA,USA,NA,NA,330,NA,NA,orchestral excerpts,NA,NA,NA,NA,NA,classical,Western,precomposed,This paper selected and coded orchestral excerpts based on various sadness-related acoustical features and their solo/non-solo statuses,Katie Vishwanath,emotion; musical analysis; instrumental music; cognitive musicology; corpus
Are Musical Autobiographical Memories Special? It Ain’t Necessarily So,2018,Music Perception,"Halpern, Andrea R.",USA,USA,USA,NA,41,NA,NA,undergraduate students,NA,NA,30,"10; 1 ""undisclosed""",NA,NA,NA,NA,NA,Katie Vishwanath,autobiographical memory; music; emotion; experimental control; flashbulb memory
Are Musical Autobiographical Memories Special? It Ain’t Necessarily So,2018,Music Perception,"Halpern, Andrea R.",USA,USA,USA,NA,48,NA,NA,undergraduate students,NA,NA,18 (Holidays); 15 (Dining),7 (Holidays); 8 (Dining),NA,NA,NA,NA,NA,Katie Vishwanath,autobiographical memory; music; emotion; experimental control; flashbulb memory
Repetition Enhances the Musicality of Speech and Tone Stimuli to Similar Degrees,2018,Music Perception,"Tierney, Adam",UK,UK,UK,NA,64,29.6 (Group 1); 31.2 (Group 2),7.1 (Group 1); 7.9 (Group 2),university students,musicians and non-musicians,course credit; paid,24 (Group 1); 23 (Group 2),8 (Group 1); 9 (Group 2),2.7 (Group 1); 3.8 (Group 2),speech; artificial,Western,experimenter-created,NA,Katie Vishwanath,speech; singing; pitch; perception; language
Early Childhood Music Training and Associated Improvements in Music and Language Abilities,2018,Music Perception,"Hutchins, Sean",Canada,Canada,Canada,NA,90,4.55 (pre-session); 5.13 (post-session),NA,young children,budding musicians,discount on program enrollment,41,49,NA,the alphabet song,Western,precomposed,This paper had many speech/language/vocabulary tests and only one singing test,Katie Vishwanath,music training; language; transfer; vocabulary; phonological processing
The Online Processing of Implied Harmony in the Perception of Tonal Melodies: Effects of Harmonic Expectations,2018,Music Perception,"Kim, Jung Nyo",USA,USA,USA,NA,18,19.6,2.2,university students,musicians,paid,NA,NA,9.7 (instrumental/vocal); 2.4 (music theory training),classical; artifical,Western,experimenter-created,NA,Katie Vishwanath,harmony; melody; online processing; expectations; reaction times
Did You Hear the Vocalist? Differences in Processing Between Short Segments of Familiar and Unfamiliar Music,2018,Music Perception,"Layman, Shannon L.",USA,USA,USA,NA,100,21.14,NA,undergraduate students,musicians and non-musicians,NA,57,43,3.92,popular,Western,precomposed,NA,Katie Vishwanath,popular music; music memory; familiarity; featural processing; cognition
Did You Hear the Vocalist? Differences in Processing Between Short Segments of Familiar and Unfamiliar Music,2018,Music Perception,"Layman, Shannon L.",USA,USA,USA,NA,60,25.1,NA,undergraduate students,musicians and non-musicians,NA,39,21,3.92,popular,Western,precomposed,NA,Katie Vishwanath,popular music; music memory; familiarity; featural processing; cognition
How Music Moves Us: Entraining to Musicians’ Movements,2018,Music Perception,"Demos, Alexander P.",USA,USA,USA,NA,29,19.04,0.73,undergraduate and graduate students,"musicians, non-musicians, and dancers",course credit (undergraduates),20,9,8.56 (musicians); 0.79 (non-musicians); 10.17 (dancers),classical,Western,precomposed,NA,Katie Vishwanath,synchronization; entrainment; postural sway; music performance; music listening
How Music Moves Us: Entraining to Musicians’ Movements,2018,Music Perception,"Demos, Alexander P.",USA,USA,USA,NA,29,19.04,0.73,undergraduate and graduate students,"musicians, non-musicians, and dancers",course credit (undergraduates),20,9,8.56 (musicians); 0.79 (non-musicians); 10.17 (dancers),classical,Western,precomposed,NA,Katie Vishwanath,synchronization; entrainment; postural sway; music performance; music listening
Time Dilation Caused by Oddball Serial Position and Pitch Deviancy: A Comparison of Musicians and Nonmusicians,2018,Music Perception,"Nazari, Mohammad Ali",Iran,Iran,Iran,Iranian(?),32,24.7 (non-musicians); 26.6 (musicians),2.9 (non-musicians); 3.3 (musicians),graduate students and professional musicians,musicians and non-musicians,course credit (graduate students),7 (non-musicians); 9 (musicians),9 (non-musicians); 7 (musicians),14.4 (musicians),artificial,Western,experimenter-created,NA,Katie Vishwanath,auditory perception; time dilation; oddball position; oddball deviancy; musicians
Time Dilation Caused by Oddball Serial Position and Pitch Deviancy: A Comparison of Musicians and Nonmusicians,2018,Music Perception,"Nazari, Mohammad Ali",Iran,Iran,Iran,Iranian(?),32,25.2 (non-musicians); 26.8 (musicians),3.1 (non-musicians); 3.3 (musicians),graduate students and professional musicians,musicians and non-musicians,course credit (graduate students),6 (non-musicians); 7 (musicians),10 (non-musicians); 9 (musicians),13.8 (musicians),artificial,Western,experimenter-created,NA,Katie Vishwanath,auditory perception; time dilation; oddball position; oddball deviancy; musicians
Performers’ Motions Reflect the Intention to Express Short or Long Melodic Groupings,2018,Music Perception,"Huberth, Madeline",USA,USA,USA,NA,12,NA,NA,university students/graduates,musicians,paid,6,6,14.7,classical,Western,precomposed,NA,Katie Vishwanath,movement; performance; interpretation; embodied cognition; melodic grouping
Musical Activity and Well-being: A New Quantitative Measurement Instrument,2018,Music Perception,"Krause, Amanda E.",Australia,Australia,Australia,NA,207,32.95,13.4,"professional musicians, amateur musicians, music therapists, and music teachers",musicians,volunteered,138,69,NA,NA,NA,experimenter-created,This was a questionnaire creation study.,Katie Vishwanath,well-being; music-making; qualitative metaanalysis; music; participation
A Psychocultural Theory of Musical Interval: Bye Bye Pythagoras,2018,Music Perception,"Parncutt, Richard",Austria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"This was a literature review and discussion as to why ratio theory is inconsistent with a modern evidence-based understanding of musical structure, perception, and cognition.",Katie Vishwanath,Pythagoras; interval; ratio; intonation; pitch
Psychophysiological Responses to “Happy” and “Sad” Music: A Replication Study,2018,Music Perception,"Bullack, Antje",Germany,Germany,Germany,NA,20,25.8 (female); 29.7 (male),3.19 (female); 3.56 (male),NA,NA,NA,10,10,NA,NA,Western,experimenter-created,Pilot,Katie Vishwanath,music listening; psychophysiology; autonomic activity; emotions; replication study
Psychophysiological Responses to “Happy” and “Sad” Music: A Replication Study,2018,Music Perception,"Bullack, Antje",Germany,Germany,Germany,NA,32,26.25 (female); 26.31 (male),2.17 (female); 3.57 (male),NA,NA,NA,16,16,NA,NA,Western,experimenter-created,Full Study,Katie Vishwanath,music listening; psychophysiology; autonomic activity; emotions; replication study
Average Pitch Height and Perceived Emotional Expression Within an Unconventional Tuning System,2018,Music Perception,"Friedman, Ronald S.",USA,USA,USA,NA,114,19.93,2.19,undergraduate students,musicians and non-musicians,course credit,90,24,3.35,NA,Western,experimenter-created,NA,Katie Vishwanath,emotion; music; pitch height; interval size; Bohlen-Pierce scale
Distortion and Western Music Chord Processing: An ERP Study of Musicians and Nonmusicians,2018,Music Perception,"Virtala, Paula",Finland,Finland,Finland,Finnish(?),26,23 (musicians); 24 (non-musicians),NA,university and music academy students,musicians and non-musicians,volunteered,6 (musicians); 7 (non-musicians),7 (musicians); 6 (non-musicians),NA,NA,Western,experimenter-created,NA,Katie Vishwanath,chord; musicians; distortion; harmony; cortical auditory processing
"Embodied Listening and Timbre: Perceptual, Acoustical, and Neural Correlates",2018,Music Perception,"Wallmark, Zachary",USA,USA,USA,NA,36,20.3,2.07,UCLA community (university students),musicians and non-musicians (non-music majors),paid,22,14,6.83,artificial; instrumentals; international,Western and Eastern,experimenter-created; precomposed,NA,Katie Vishwanath,timbre perception; embodied cognition; fMRI; musical affect; noise
"Embodied Listening and Timbre: Perceptual, Acoustical, and Neural Correlates",2018,Music Perception,"Wallmark, Zachary",USA,USA,USA,NA,36,20.3,2.07,UCLA community (university students),musicians and non-musicians (non-music majors),paid,22,14,6.83,popular music,Western,precomposed,NA,Katie Vishwanath,timbre perception; embodied cognition; fMRI; musical affect; noise
"Embodied Listening and Timbre: Perceptual, Acoustical, and Neural Correlates",2018,Music Perception,"Wallmark, Zachary",USA,USA,USA,"East Asian, South Asian, Black, White",15,19.1,0.72,UCLA community (university students),musicians and non-musicians (non-music majors),paid,8,7,NA,artificial; instrumentals; international,Western and Eastern,experimenter-created; precomposed,NA,Katie Vishwanath,timbre perception; embodied cognition; fMRI; musical affect; noise
The Relative Importance of Aural and Visual Information in the Evaluation of Western Canon Music Performance by Musicians and Nonmusicians,2018,Music Perception,"Griffiths, Noola K.",UK,UK,UK,NA,60,26.4 (musicians); 44.0 (non-musicians),7.04 (musicians); 4.48 (non-musicians),university students and staff,musicians and non-musicians,NA,26 (musicians); 20 (non-musicians),8 (musicians); 6 (non-musicians),NA,classical,Western,precomposed,NA,Katie Vishwanath,aural information; visual information; multimodality; evaluation; performance
"MUSEBAQ: A Modular Tool for Music Research to Assess Musicianship, Musical Capacity, Music Preferences, and Motivations for Music Use",2018,Music Perception,"Chin, Tan-Chyuan",Australia,NA,NA,NA,524,24.4,6.6,undergraduate students,NA,NA,393,131,3.38 (formal music theory training); 4.36 (formal practical music training),classical,NA,NA,Questionnaire creation study,Katie Vishwanath,music engagement; musicianship; musical capacity; music preferences; motivations for music use
"MUSEBAQ: A Modular Tool for Music Research to Assess Musicianship, Musical Capacity, Music Preferences, and Motivations for Music Use",2018,Music Perception,"Chin, Tan-Chyuan",Australia,NA,NA,NA,296,32,14.6,undergraduate students,NA,NA,119,174 (male); 3 (unknown),NA,classical,NA,NA,testing the questionnaire created in previous study,Katie Vishwanath,music engagement; musicianship; musical capacity; music preferences; motivations for music use
"MUSEBAQ: A Modular Tool for Music Research to Assess Musicianship, Musical Capacity, Music Preferences, and Motivations for Music Use",2018,Music Perception,"Chin, Tan-Chyuan",Australia,NA,NA,NA,304,35.19,9.62,Amazon Mechanical Turk recruited participants,NA,NA,148,155,3.56,classical,NA,NA,validation of questionnaire created in previous study,Katie Vishwanath,music engagement; musicianship; musical capacity; music preferences; motivations for music use
Mitigating death anxiety: Identifying music’s role in terror management,2018,Psychology of Music,"Cardany, Audrey B.",USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Literature review,Katie Vishwanath,Ernest Becker; death; functions of music; music and death anxiety; music education; Terror Management Theory
Music Performance Anxiety in adolescence and early adulthood: Its relation with the age of onset in musical training,2018,Psychology of Music,"Zarza-Alzugaray, Francisco Javier",Spain,Spain,Spain,NA,437 (sample 1); 209 (sample 2),22.64 (sample 1); 12.09 (sample 2),4.73 (sample 1); 4.22 (sample 2),university/conservatory/music school students,musicians,NA,200 (sample 1); 124 (sample 2),237 (sample 1); 85 (sample 2),13.86 (sample 1); 4.80 (sample 2),NA,NA,NA,Music Performance Anxiety questionnaire study,Katie Vishwanath,age of musical training onset; music conservatory; Music Performance Anxiety; music school; music students
"Self-determination theory applied to flow in conservatoire music practice: The roles of perceived autonomy and competence, and autonomous and controlled motivation",2018,Psychology of Music,"Valenzuela, Rafael",Spain,Spain,Spain,NA,162,22.48,4.34,conservatoire students,musicians,volunteered,73,89,NA,NA,NA,NA,Questionnaire study,Katie Vishwanath,autonomous motivation; conservatoire music practice; flow experience; music education; perceived autonomy; perceived competence; self-determination theory
